 -687.500    	  16.3000    	  20.0000    	          NaN	          NaN	          NaN	          NaN	  23.4000    	          NaN	          NaN	          NaN	  30.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  19.0000    	          NaN	          NaN	          NaN	  44.4000    	          NaN	          NaN	          NaN	          NaN	  29.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  41.7000    	          NaN	  46.7000    	          NaN	          NaN	          NaN	  17.1000    	          NaN	          NaN
 -686.500    	  56.1000    	  53.5000    	          NaN	          NaN	          NaN	          NaN	  71.6000    	          NaN	          NaN	          NaN	  68.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  80.8000    	          NaN	          NaN	          NaN	  50.8000    	          NaN	          NaN	          NaN	          NaN	  37.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  35.8000    	          NaN	  68.1000    	          NaN	          NaN	          NaN	  35.0000    	          NaN	          NaN
 -685.500    	  61.7000    	  31.0000    	          NaN	          NaN	          NaN	          NaN	  45.7000    	          NaN	          NaN	          NaN	  49.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  33.6000    	          NaN	          NaN	          NaN	  41.4000    	          NaN	          NaN	          NaN	          NaN	  37.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  44.3000    	          NaN	  50.0000    	          NaN	          NaN	          NaN	  22.5000    	          NaN	          NaN
 -684.500    	  44.4000    	  51.5000    	          NaN	          NaN	          NaN	          NaN	  55.4000    	          NaN	          NaN	          NaN	  53.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  49.5000    	          NaN	          NaN	          NaN	  41.4000    	          NaN	          NaN	          NaN	          NaN	  33.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  40.4000    	          NaN	  22.9000    	          NaN	          NaN	          NaN	  21.5000    	          NaN	          NaN
 -683.500    	  56.1000    	  58.1000    	          NaN	          NaN	          NaN	          NaN	  52.6000    	          NaN	          NaN	          NaN	  51.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  47.9000    	  43.8000    	          NaN	          NaN	  47.5000    	          NaN	          NaN	          NaN	          NaN	  40.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  62.4000    	          NaN	  57.9000    	          NaN	          NaN	          NaN	  39.2000    	          NaN	          NaN
 -682.500    	  33.8000    	  26.6000    	          NaN	          NaN	          NaN	          NaN	  48.5000    	          NaN	          NaN	          NaN	  24.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  16.7000    	  14.9000    	          NaN	          NaN	  19.0000    	          NaN	          NaN	          NaN	          NaN	  9.10000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  17.1000    	          NaN	  26.2000    	          NaN	          NaN	          NaN	  10.4000    	          NaN	          NaN
 -681.500    	  46.7000    	  30.6000    	          NaN	          NaN	          NaN	          NaN	  82.5000    	          NaN	          NaN	          NaN	  96.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  59.3000    	  78.8000    	          NaN	          NaN	  69.8000    	          NaN	          NaN	          NaN	          NaN	  43.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  72.5000    	          NaN	  72.4000    	          NaN	          NaN	          NaN	  40.9000    	          NaN	          NaN
 -680.500    	  25.7000    	  31.3000    	          NaN	          NaN	          NaN	          NaN	  34.0000    	          NaN	          NaN	          NaN	  47.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  61.5000    	  43.3000    	          NaN	          NaN	  50.8000    	          NaN	          NaN	          NaN	          NaN	  63.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  36.3000    	          NaN	  35.6000    	          NaN	          NaN	          NaN	  32.3000    	          NaN	          NaN
 -679.500    	  53.8000    	  72.4000    	          NaN	          NaN	          NaN	          NaN	  89.2000    	          NaN	          NaN	          NaN	  97.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  74.9000    	  72.8000    	          NaN	          NaN	  69.8000    	          NaN	          NaN	          NaN	          NaN	  44.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  82.0000    	          NaN	  96.8000    	          NaN	          NaN	          NaN	  58.5000    	          NaN	          NaN
 -678.500    	  54.9000    	  60.5000    	          NaN	          NaN	          NaN	          NaN	  40.6000    	          NaN	          NaN	          NaN	  35.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  59.8000    	  40.4000    	          NaN	          NaN	  38.1000    	          NaN	          NaN	          NaN	          NaN	  69.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  126.500    	          NaN	  79.8000    	          NaN	          NaN	          NaN	  80.6000    	          NaN	          NaN
 -677.500    	  106.400    	  122.800    	          NaN	          NaN	          NaN	          NaN	  71.6000    	          NaN	          NaN	          NaN	  64.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  82.6000    	  89.4000    	          NaN	          NaN	  63.5000    	          NaN	          NaN	          NaN	          NaN	  128.500    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  97.9000    	          NaN	  68.3000    	          NaN	          NaN	          NaN	  134.200    	          NaN	          NaN
 -676.500    	  82.8000    	  41.5000    	          NaN	          NaN	          NaN	          NaN	  70.4000    	          NaN	          NaN	          NaN	  137.700    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  119.700    	  143.800    	          NaN	          NaN	  114.300    	          NaN	          NaN	          NaN	          NaN	  79.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  88.1000    	          NaN	  104.100    	          NaN	          NaN	          NaN	  75.7000    	          NaN	          NaN
 -675.500    	  32.8000    	  59.7000    	          NaN	          NaN	          NaN	          NaN	  91.4000    	          NaN	          NaN	          NaN	  81.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  88.0000    	  102.000    	          NaN	          NaN	  79.2000    	          NaN	          NaN	          NaN	          NaN	  77.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  54.2000    	          NaN	  67.6000    	          NaN	          NaN	          NaN	  57.2000    	          NaN	          NaN
 -674.500    	  144.000    	  195.100    	          NaN	          NaN	          NaN	          NaN	  189.700    	          NaN	          NaN	          NaN	  168.700    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  157.600    	  142.400    	          NaN	          NaN	  158.700    	          NaN	          NaN	          NaN	          NaN	  118.100    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  159.700    	          NaN	  151.400    	          NaN	          NaN	          NaN	  112.700    	          NaN	          NaN
 -673.500    	  49.3000    	  34.4000    	          NaN	          NaN	          NaN	          NaN	  33.3000    	          NaN	          NaN	          NaN	  43.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  69.6000    	  63.6000    	          NaN	          NaN	  44.4000    	          NaN	          NaN	          NaN	          NaN	  43.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  50.3000    	          NaN	  38.4000    	          NaN	          NaN	          NaN	  47.9000    	          NaN	          NaN
